#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_002096675.1	PRJNA224116	SAMN06705609	NCUZ00000000.1	na	1458253	1303	Streptococcus oralis subsp. dentisani	strain=RH_55407_11		latest	Contig	Major	Full	2017/04/18	ASM209667v1	Slagelse Hospital	GCA_002096675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/675/GCF_002096675.1_ASM209667v1		
GCF_002096685.1	PRJNA224116	SAMN06705608	NCVA00000000.1	na	1458253	1303	Streptococcus oralis subsp. dentisani	strain=RH_13585_10		latest	Contig	Major	Full	2017/04/18	ASM209668v1	Slagelse Hospital	GCA_002096685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/685/GCF_002096685.1_ASM209668v1		
GCF_002096695.1	PRJNA224116	SAMN06705607	NCVB00000000.1	na	1458253	1303	Streptococcus oralis subsp. dentisani	strain=Y_052157_08		latest	Contig	Major	Full	2017/04/18	ASM209669v1	Slagelse Hospital	GCA_002096695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/695/GCF_002096695.1_ASM209669v1		
GCF_002356415.1	PRJNA224116	SAMD00078884		na	1077464	1303	Streptococcus oralis subsp. tigurinus	strain=osk_001		latest	Complete Genome	Major	Full	2017/07/14	ASM235641v1	Osaka University	GCA_002356415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/356/415/GCF_002356415.1_ASM235641v1		
GCF_002386345.1	PRJNA224116	SAMN07312411		na	1303	1303	Streptococcus oralis	strain=FDAARGOS_367		latest	Complete Genome	Major	Full	2017/09/28	ASM238634v1	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_002386345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/386/345/GCF_002386345.1_ASM238634v1		
GCF_002860885.1	PRJNA224116	SAMN08193727	PKIF00000000.1	na	1458253	1303	Streptococcus oralis subsp. dentisani	strain=UMB0008		latest	Contig	Major	Full	2017/12/28	ASM286088v1	Loyola University Chicago	GCA_002860885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/860/885/GCF_002860885.1_ASM286088v1		
GCF_002860905.1	PRJNA224116	SAMN08193726	PKIG00000000.1	na	1458253	1303	Streptococcus oralis subsp. dentisani	strain=UMB0832		latest	Scaffold	Major	Full	2017/12/28	ASM286090v1	Loyola University Chicago	GCA_002860905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/860/905/GCF_002860905.1_ASM286090v1		
GCF_002871315.1	PRJNA224116	SAMN07580858	PNFQ00000000.1	na	1458253	1303	Streptococcus oralis subsp. dentisani	strain=UMB0079b		latest	Scaffold	Major	Full	2018/01/10	ASM287131v1	Loyola University Chicago	GCA_002871315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/871/315/GCF_002871315.1_ASM287131v1		
GCF_003942285.1	PRJNA224116	SAMN09631786	RJME00000000.1	na	1303	1303	Streptococcus oralis	strain=BCA18		latest	Contig	Major	Full	2018/12/12	ASM394228v1	Clemson University	GCA_003942285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/942/285/GCF_003942285.1_ASM394228v1		
GCF_003942565.1	PRJNA224116	SAMN09631756	RJNI00000000.1	na	1303	1303	Streptococcus oralis	strain=BCA21		latest	Contig	Major	Full	2018/12/12	ASM394256v1	Clemson University	GCA_003942565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/942/565/GCF_003942565.1_ASM394256v1		
GCF_003942585.1	PRJNA224116	SAMN09631754	RJNK00000000.1	na	1303	1303	Streptococcus oralis	strain=BCC59		latest	Contig	Major	Full	2018/12/12	ASM394258v1	Clemson University	GCA_003942585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/942/585/GCF_003942585.1_ASM394258v1		
GCF_003942635.1	PRJNA224116	SAMN09631752	RJNM00000000.1	na	1303	1303	Streptococcus oralis	strain=BCC50		latest	Contig	Major	Full	2018/12/12	ASM394263v1	Clemson University	GCA_003942635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/942/635/GCF_003942635.1_ASM394263v1		
GCF_003942675.1	PRJNA224116	SAMN09631751	RJNN00000000.1	na	1303	1303	Streptococcus oralis	strain=BCC38		latest	Contig	Major	Full	2018/12/12	ASM394267v1	Clemson University	GCA_003942675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/942/675/GCF_003942675.1_ASM394267v1		
GCF_003942785.1	PRJNA224116	SAMN09631742	RMVI00000000.1	na	1303	1303	Streptococcus oralis	strain=KLC05		latest	Contig	Major	Full	2018/12/12	ASM394278v1	Clemson University	GCA_003942785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/942/785/GCF_003942785.1_ASM394278v1		
GCF_003942805.1	PRJNA224116	SAMN09631738	RMVJ00000000.1	na	1303	1303	Streptococcus oralis	strain=BCC58		latest	Contig	Major	Full	2018/12/12	ASM394280v1	Clemson University	GCA_003942805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/942/805/GCF_003942805.1_ASM394280v1		
GCF_003942875.1	PRJNA224116	SAMN09631736	RMVK00000000.1	na	1303	1303	Streptococcus oralis	strain=BCC52		latest	Contig	Major	Full	2018/12/12	ASM394287v1	Clemson University	GCA_003942875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/942/875/GCF_003942875.1_ASM394287v1		
GCF_003942985.1	PRJNA224116	SAMN09631727	RMVL00000000.1	na	1303	1303	Streptococcus oralis	strain=BCC02		latest	Contig	Major	Full	2018/12/12	ASM394298v1	Clemson University	GCA_003942985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/942/985/GCF_003942985.1_ASM394298v1		
GCF_003943385.1	PRJNA224116	SAMN09631695	RJPI00000000.1	na	1303	1303	Streptococcus oralis	strain=BCC26		latest	Contig	Major	Full	2018/12/12	ASM394338v1	Clemson University	GCA_003943385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/943/385/GCF_003943385.1_ASM394338v1		
GCF_003943395.1	PRJNA224116	SAMN09631694	RJPJ00000000.1	na	1303	1303	Streptococcus oralis	strain=BCC12		latest	Contig	Major	Full	2018/12/12	ASM394339v1	Clemson University	GCA_003943395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/943/395/GCF_003943395.1_ASM394339v1		
GCF_003943415.1	PRJNA224116	SAMN09631693	RJPK00000000.1	na	1303	1303	Streptococcus oralis	strain=BCC10		latest	Contig	Major	Full	2018/12/12	ASM394341v1	Clemson University	GCA_003943415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/943/415/GCF_003943415.1_ASM394341v1		
GCF_003943805.1	PRJNA224116	SAMN09631760	RJNE00000000.1	na	1303	1303	Streptococcus oralis	strain=BCC35		latest	Contig	Major	Full	2018/12/12	ASM394380v1	Clemson University	GCA_003943805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/943/805/GCF_003943805.1_ASM394380v1		
GCF_003943825.1	PRJNA224116	SAMN09631755	RJNJ00000000.1	na	1303	1303	Streptococcus oralis	strain=BCC63		latest	Contig	Major	Full	2018/12/12	ASM394382v1	Clemson University	GCA_003943825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/943/825/GCF_003943825.1_ASM394382v1		
GCF_003943835.1	PRJNA224116	SAMN09631750	RJNO00000000.1	na	1303	1303	Streptococcus oralis	strain=BCC19		latest	Contig	Major	Full	2018/12/12	ASM394383v1	Clemson University	GCA_003943835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/943/835/GCF_003943835.1_ASM394383v1		
GCF_003943875.1	PRJNA224116	SAMN09631749	RJNP00000000.1	na	1303	1303	Streptococcus oralis	strain=BCC11		latest	Contig	Major	Full	2018/12/12	ASM394387v1	Clemson University	GCA_003943875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/943/875/GCF_003943875.1_ASM394387v1		
GCF_003944205.1	PRJNA224116	SAMN09631697	RJPH00000000.1	na	1458253	1303	Streptococcus oralis subsp. dentisani	strain=BCA2		latest	Contig	Major	Full	2018/12/12	ASM394420v1	Clemson University	GCA_003944205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/944/205/GCF_003944205.1_ASM394420v1		
GCF_003944215.1	PRJNA224116	SAMN09631696	RJVZ00000000.1	na	1303	1303	Streptococcus oralis	strain=BCA1		latest	Contig	Major	Full	2018/12/12	ASM394421v1	Clemson University	GCA_003944215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/944/215/GCF_003944215.1_ASM394421v1		
GCF_003944235.1	PRJNA224116	SAMN09631692	RMVN00000000.1	na	1303	1303	Streptococcus oralis	strain=BCC05		latest	Contig	Major	Full	2018/12/12	ASM394423v1	Clemson University	GCA_003944235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/944/235/GCF_003944235.1_ASM394423v1		
GCF_003944395.1	PRJNA224116	SAMN09631785	RJMF00000000.1	na	1303	1303	Streptococcus oralis	strain=BCA17		latest	Contig	Major	Full	2018/12/12	ASM394439v1	Clemson University	GCA_003944395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/944/395/GCF_003944395.1_ASM394439v1		
GCF_004127215.1	PRJNA224116	SAMN09060969	QEWJ00000000.1	na	1303	1303	Streptococcus oralis	strain=NU43		latest	Contig	Major	Full	2019/02/01	ASM412721v1	Newcastle University	GCA_004127215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/127/215/GCF_004127215.1_ASM412721v1		
GCF_004127235.1	PRJNA224116	SAMN09060968	QEWK00000000.1	na	1303	1303	Streptococcus oralis	strain=NU39		latest	Contig	Major	Full	2019/02/01	ASM412723v1	Newcastle University	GCA_004127235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/127/235/GCF_004127235.1_ASM412723v1		
GCF_006175905.1	PRJNA224116	SAMN11401878	SSNB00000000.1	na	1303	1303	Streptococcus oralis	strain=ATCC 9811		latest	Contig	Major	Full	2019/06/10	ASM617590v1	BIOFABRICATION for NIFE	GCA_006175905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/175/905/GCF_006175905.1_ASM617590v1		
GCF_007475365.1	PRJNA224116	SAMN10534501		na	1458253	1303	Streptococcus oralis subsp. dentisani	strain=F0392		latest	Complete Genome	Major	Full	2019/07/25	ASM747536v1	The Research Institute at Nationwide Children's Hospital	GCA_007475365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/475/365/GCF_007475365.1_ASM747536v1		
GCF_013488045.1	PRJNA224116	SAMN15048516		na	1891914	1303	Streptococcus oralis subsp. oralis	strain=SN51445		latest	Chromosome	Major	Full	2020/07/23	ASM1348804v1	Abigail Wexner Research Institute at NCH	GCA_013488045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/488/045/GCF_013488045.1_ASM1348804v1		
GCF_013488065.1	PRJNA224116	SAMN15049614		na	1891914	1303	Streptococcus oralis subsp. oralis	strain=ATCC 10557		latest	Chromosome	Major	Full	2020/07/23	ASM1348806v1	Abigail Wexner Research Institute at NCH	GCA_013488065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/488/065/GCF_013488065.1_ASM1348806v1		
GCF_013592015.1	PRJNA224116	SAMN15048629	JABTEW000000000.1	na	1891914	1303	Streptococcus oralis subsp. oralis	strain=SN64428		latest	Contig	Major	Full	2020/07/23	ASM1359201v1	Abigail Wexner Research Institute at NCH	GCA_013592015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/592/015/GCF_013592015.1_ASM1359201v1		
GCF_900637025.1	PRJNA224116	SAMEA3936797		na	655813	1303	Streptococcus oralis ATCC 35037	strain=NCTC 11427		latest	Complete Genome	Major	Full	2018/12/20	46338_H01	SC	GCA_900637025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/637/025/GCF_900637025.1_46338_H01		assembly from type material
GCF_901543815.1	PRJNA224116	SAMEA3662923	CABEIU000000000.1	na	1303	1303	Streptococcus oralis	strain=NCTC10232		latest	Contig	Major	Full	2019/05/27	42731_G02	SC	GCA_901543815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/901/543/815/GCF_901543815.1_42731_G02		
