#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_003943915.1	PRJNA224116	SAMN09631745	RJNT00000000.1	na	28037	28037	Streptococcus mitis	strain=KLC12		latest	Contig	Major	Full	2018/12/12	ASM394391v1	Clemson University	GCA_003943915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/943/915/GCF_003943915.1_ASM394391v1		
GCF_003943935.1	PRJNA224116	SAMN09631734	RJOB00000000.1	na	28037	28037	Streptococcus mitis	strain=BCC45		latest	Contig	Major	Full	2018/12/12	ASM394393v1	Clemson University	GCA_003943935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/943/935/GCF_003943935.1_ASM394393v1		
GCF_003943955.1	PRJNA224116	SAMN09631730	RJOF00000000.1	na	28037	28037	Streptococcus mitis	strain=BCC33		latest	Contig	Major	Full	2018/12/12	ASM394395v1	Clemson University	GCA_003943955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/943/955/GCF_003943955.1_ASM394395v1		
GCF_003943965.1	PRJNA224116	SAMN09631735	RJOA00000000.1	na	28037	28037	Streptococcus mitis	strain=BCC49		latest	Contig	Major	Full	2018/12/12	ASM394396v1	Clemson University	GCA_003943965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/943/965/GCF_003943965.1_ASM394396v1		
GCF_003944325.1	PRJNA224116	SAMN09631679	RJPX00000000.1	na	28037	28037	Streptococcus mitis	strain=BCC17		latest	Contig	Major	Full	2018/12/12	ASM394432v1	Clemson University	GCA_003944325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/944/325/GCF_003944325.1_ASM394432v1		
GCF_005144795.1	PRJNA224116	SAMN11491145	SWFJ00000000.1	na	28037	28037	Streptococcus mitis	strain=ColumbLawn		latest	Contig	Major	Full	2019/05/04	ASM514479v1	maclea_lab	GCA_005144795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/144/795/GCF_005144795.1_ASM514479v1		
GCF_005844455.1	PRJNA224116	SAMN10863253	SPGF00000000.1	na	28037	28037	Streptococcus mitis	strain=1001175st1_H6		latest	Scaffold	Major	Full	2019/05/26	ASM584445v1	Icahn School of Medicine at Mount Sinai	GCA_005844455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/844/455/GCF_005844455.1_ASM584445v1		
GCF_008763935.1	PRJNA224116	SAMN11792658	VTQF00000000.1	na	28037	28037	Streptococcus mitis	strain=DE0498		latest	Scaffold	Major	Full	2019/10/01	FS623	BGI	GCA_008763935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/763/935/GCF_008763935.1_FS623		
GCF_009495695.1	PRJNA224116	SAMN13105965	WIJV00000000.1	na	28037	28037	Streptococcus mitis	strain=SM39		latest	Contig	Major	Full	2019/11/02	ASM949569v1	Loyola University Chicago	GCA_009495695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/495/695/GCF_009495695.1_ASM949569v1		
GCF_009495705.1	PRJNA224116	SAMN13105960	WIKA00000000.1	na	28037	28037	Streptococcus mitis	strain=SM20		latest	Contig	Major	Full	2019/11/02	ASM949570v1	Loyola University Chicago	GCA_009495705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/495/705/GCF_009495705.1_ASM949570v1		
GCF_009495735.1	PRJNA224116	SAMN13105966	WIJU00000000.1	na	28037	28037	Streptococcus mitis	strain=SM45		latest	Contig	Major	Full	2019/11/02	ASM949573v1	Loyola University Chicago	GCA_009495735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/495/735/GCF_009495735.1_ASM949573v1		
GCF_009495895.1	PRJNA224116	SAMN13105989	WIIX00000000.1	na	28037	28037	Streptococcus mitis	strain=SM35		latest	Contig	Major	Full	2019/11/02	ASM949589v1	Loyola University Chicago	GCA_009495895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/495/895/GCF_009495895.1_ASM949589v1		
GCF_009495945.1	PRJNA224116	SAMN13105959	WIKB00000000.1	na	28037	28037	Streptococcus mitis	strain=SM12		latest	Contig	Major	Full	2019/11/02	ASM949594v1	Loyola University Chicago	GCA_009495945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/495/945/GCF_009495945.1_ASM949594v1		
GCF_009495955.1	PRJNA224116	SAMN13105983	WIJD00000000.1	na	28037	28037	Streptococcus mitis	strain=SM47		latest	Contig	Major	Full	2019/11/02	ASM949595v1	Loyola University Chicago	GCA_009495955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/495/955/GCF_009495955.1_ASM949595v1		
GCF_009496035.1	PRJNA224116	SAMN13105977	WIJJ00000000.1	na	28037	28037	Streptococcus mitis	strain=SM28		latest	Contig	Major	Full	2019/11/02	ASM949603v1	Loyola University Chicago	GCA_009496035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/496/035/GCF_009496035.1_ASM949603v1		
GCF_009496045.1	PRJNA224116	SAMN13105963	WIJX00000000.1	na	28037	28037	Streptococcus mitis	strain=SM30		latest	Contig	Major	Full	2019/11/02	ASM949604v1	Loyola University Chicago	GCA_009496045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/496/045/GCF_009496045.1_ASM949604v1		
GCF_009496065.1	PRJNA224116	SAMN13105978	WIJI00000000.1	na	28037	28037	Streptococcus mitis	strain=SM29		latest	Contig	Major	Full	2019/11/02	ASM949606v1	Loyola University Chicago	GCA_009496065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/496/065/GCF_009496065.1_ASM949606v1		
GCF_009496075.1	PRJNA224116	SAMN13105982	WIJE00000000.1	na	28037	28037	Streptococcus mitis	strain=SM46		latest	Contig	Major	Full	2019/11/02	ASM949607v1	Loyola University Chicago	GCA_009496075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/496/075/GCF_009496075.1_ASM949607v1		
GCF_009496085.1	PRJNA224116	SAMN13105973	WIJN00000000.1	na	28037	28037	Streptococcus mitis	strain=SM13		latest	Contig	Major	Full	2019/11/02	ASM949608v1	Loyola University Chicago	GCA_009496085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/496/085/GCF_009496085.1_ASM949608v1		
GCF_009496135.1	PRJNA224116	SAMN13105964	WIJW00000000.1	na	28037	28037	Streptococcus mitis	strain=SM33		latest	Contig	Major	Full	2019/11/02	ASM949613v1	Loyola University Chicago	GCA_009496135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/496/135/GCF_009496135.1_ASM949613v1		
GCF_009496155.1	PRJNA224116	SAMN13105971	WIJP00000000.1	na	28037	28037	Streptococcus mitis	strain=SM10		latest	Contig	Major	Full	2019/11/02	ASM949615v1	Loyola University Chicago	GCA_009496155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/496/155/GCF_009496155.1_ASM949615v1		
GCF_009496165.1	PRJNA224116	SAMN13105970	WIJQ00000000.1	na	28037	28037	Streptococcus mitis	strain=SM08		latest	Contig	Major	Full	2019/11/02	ASM949616v1	Loyola University Chicago	GCA_009496165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/496/165/GCF_009496165.1_ASM949616v1		
GCF_009496185.1	PRJNA224116	SAMN13105980	WIJG00000000.1	na	28037	28037	Streptococcus mitis	strain=SM40		latest	Contig	Major	Full	2019/11/02	ASM949618v1	Loyola University Chicago	GCA_009496185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/496/185/GCF_009496185.1_ASM949618v1		
GCF_009496205.1	PRJNA224116	SAMN13105972	WIJO00000000.1	na	28037	28037	Streptococcus mitis	strain=SM11		latest	Contig	Major	Full	2019/11/02	ASM949620v1	Loyola University Chicago	GCA_009496205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/496/205/GCF_009496205.1_ASM949620v1		
GCF_009496235.1	PRJNA224116	SAMN13105981	WIJF00000000.1	na	28037	28037	Streptococcus mitis	strain=SM41		latest	Contig	Major	Full	2019/11/02	ASM949623v1	Loyola University Chicago	GCA_009496235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/496/235/GCF_009496235.1_ASM949623v1		
GCF_009496255.1	PRJNA224116	SAMN13105979	WIJH00000000.1	na	28037	28037	Streptococcus mitis	strain=SM34		latest	Contig	Major	Full	2019/11/02	ASM949625v1	Loyola University Chicago	GCA_009496255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/496/255/GCF_009496255.1_ASM949625v1		
GCF_009496275.1	PRJNA224116	SAMN13105967	WIJT00000000.1	na	28037	28037	Streptococcus mitis	strain=SM48		latest	Contig	Major	Full	2019/11/02	ASM949627v1	Loyola University Chicago	GCA_009496275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/496/275/GCF_009496275.1_ASM949627v1		
GCF_009496285.1	PRJNA224116	SAMN13105976	WIJK00000000.1	na	28037	28037	Streptococcus mitis	strain=SM16		latest	Contig	Major	Full	2019/11/02	ASM949628v1	Loyola University Chicago	GCA_009496285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/496/285/GCF_009496285.1_ASM949628v1		
GCF_009496295.1	PRJNA224116	SAMN13105975	WIJL00000000.1	na	28037	28037	Streptococcus mitis	strain=SM15		latest	Contig	Major	Full	2019/11/02	ASM949629v1	Loyola University Chicago	GCA_009496295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/496/295/GCF_009496295.1_ASM949629v1		
GCF_009496335.1	PRJNA224116	SAMN13105957	WIKD00000000.1	na	28037	28037	Streptococcus mitis	strain=SM07		latest	Contig	Major	Full	2019/11/02	ASM949633v1	Loyola University Chicago	GCA_009496335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/496/335/GCF_009496335.1_ASM949633v1		
GCF_009496355.1	PRJNA224116	SAMN13105962	WIJY00000000.1	na	28037	28037	Streptococcus mitis	strain=SM27		latest	Contig	Major	Full	2019/11/02	ASM949635v1	Loyola University Chicago	GCA_009496355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/496/355/GCF_009496355.1_ASM949635v1		
GCF_009496375.1	PRJNA224116	SAMN13105958	WIKC00000000.1	na	28037	28037	Streptococcus mitis	strain=SM09		latest	Contig	Major	Full	2019/11/02	ASM949637v1	Loyola University Chicago	GCA_009496375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/496/375/GCF_009496375.1_ASM949637v1		
GCF_009496385.1	PRJNA224116	SAMN13105961	WIJZ00000000.1	na	28037	28037	Streptococcus mitis	strain=SM26		latest	Contig	Major	Full	2019/11/02	ASM949638v1	Loyola University Chicago	GCA_009496385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/496/385/GCF_009496385.1_ASM949638v1		
GCF_009496395.1	PRJNA224116	SAMN13105956	WIKE00000000.1	na	28037	28037	Streptococcus mitis	strain=SM05		latest	Contig	Major	Full	2019/11/02	ASM949639v1	Loyola University Chicago	GCA_009496395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/496/395/GCF_009496395.1_ASM949639v1		
GCF_009496435.1	PRJNA224116	SAMN13105968	WIJS00000000.1	na	28037	28037	Streptococcus mitis	strain=SM04		latest	Contig	Major	Full	2019/11/02	ASM949643v1	Loyola University Chicago	GCA_009496435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/496/435/GCF_009496435.1_ASM949643v1		
GCF_009496445.1	PRJNA224116	SAMN13105974	WIJM00000000.1	na	28037	28037	Streptococcus mitis	strain=SM14		latest	Contig	Major	Full	2019/11/02	ASM949644v1	Loyola University Chicago	GCA_009496445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/496/445/GCF_009496445.1_ASM949644v1		
GCF_009496505.1	PRJNA224116	SAMN13105969	WIJR00000000.1	na	28037	28037	Streptococcus mitis	strain=SM06		latest	Contig	Major	Full	2019/11/02	ASM949650v1	Loyola University Chicago	GCA_009496505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/496/505/GCF_009496505.1_ASM949650v1		
GCF_009496725.1	PRJNA224116	SAMN13105994	WIIS00000000.1	na	28037	28037	Streptococcus mitis	strain=SM44		latest	Contig	Major	Full	2019/11/02	ASM949672v1	Loyola University Chicago	GCA_009496725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/496/725/GCF_009496725.1_ASM949672v1		
GCF_009496735.1	PRJNA224116	SAMN13105993	WIIT00000000.1	na	28037	28037	Streptococcus mitis	strain=SM43		latest	Contig	Major	Full	2019/11/02	ASM949673v1	Loyola University Chicago	GCA_009496735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/496/735/GCF_009496735.1_ASM949673v1		
GCF_009496755.1	PRJNA224116	SAMN13105992	WIIU00000000.1	na	28037	28037	Streptococcus mitis	strain=SM42		latest	Contig	Major	Full	2019/11/02	ASM949675v1	Loyola University Chicago	GCA_009496755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/496/755/GCF_009496755.1_ASM949675v1		
GCF_009496795.1	PRJNA224116	SAMN13105991	WIIV00000000.1	na	28037	28037	Streptococcus mitis	strain=SM37		latest	Contig	Major	Full	2019/11/02	ASM949679v1	Loyola University Chicago	GCA_009496795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/496/795/GCF_009496795.1_ASM949679v1		
GCF_009496805.1	PRJNA224116	SAMN13105988	WIIY00000000.1	na	28037	28037	Streptococcus mitis	strain=SM19		latest	Contig	Major	Full	2019/11/02	ASM949680v1	Loyola University Chicago	GCA_009496805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/496/805/GCF_009496805.1_ASM949680v1		
GCF_009496815.1	PRJNA224116	SAMN13105990	WIIW00000000.1	na	28037	28037	Streptococcus mitis	strain=SM36		latest	Contig	Major	Full	2019/11/02	ASM949681v1	Loyola University Chicago	GCA_009496815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/496/815/GCF_009496815.1_ASM949681v1		
GCF_009496825.1	PRJNA224116	SAMN13105986	WIJA00000000.1	na	28037	28037	Streptococcus mitis	strain=SM17		latest	Contig	Major	Full	2019/11/02	ASM949682v1	Loyola University Chicago	GCA_009496825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/496/825/GCF_009496825.1_ASM949682v1		
GCF_009496835.1	PRJNA224116	SAMN13105987	WIIZ00000000.1	na	28037	28037	Streptococcus mitis	strain=SM18		latest	Contig	Major	Full	2019/11/02	ASM949683v1	Loyola University Chicago	GCA_009496835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/496/835/GCF_009496835.1_ASM949683v1		
GCF_009496895.1	PRJNA224116	SAMN13105984	WIJC00000000.1	na	28037	28037	Streptococcus mitis	strain=SM49		latest	Contig	Major	Full	2019/11/02	ASM949689v1	Loyola University Chicago	GCA_009496895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/496/895/GCF_009496895.1_ASM949689v1		
GCF_009496905.1	PRJNA224116	SAMN13105985	WIJB00000000.1	na	28037	28037	Streptococcus mitis	strain=SM50		latest	Contig	Major	Full	2019/11/02	ASM949690v1	Loyola University Chicago	GCA_009496905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/496/905/GCF_009496905.1_ASM949690v1		
GCF_009730515.1	PRJNA224116	SAMN11056399		na	28037	28037	Streptococcus mitis	strain=FDAARGOS_684		latest	Complete Genome	Major	Full	2019/12/05	ASM973051v1	US Food and Drug Administration	GCA_009730515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/730/515/GCF_009730515.1_ASM973051v1		
GCF_013305725.1	PRJNA224116	SAMN11382546		na	28037	28037	Streptococcus mitis	strain=S022-V3-A4		latest	Complete Genome	Major	Full	2020/06/09	ASM1330572v1	Universita' di Siena	GCA_013305725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/305/725/GCF_013305725.1_ASM1330572v1		
GCF_900459425.1	PRJNA224116	SAMEA3597588	UHFS00000000.1	na	28037	28037	Streptococcus mitis	strain=NCTC12261		latest	Contig	Major	Full	2018/07/31	42042_B02	SC	GCA_900459425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/459/425/GCF_900459425.1_42042_B02		assembly designated as neotype
GCF_901542415.1	PRJNA224116	SAMEA3594356	CABEHV000000000.1	na	28037	28037	Streptococcus mitis	strain=NCTC11189		latest	Contig	Major	Full	2019/05/27	41965_E01	SC	GCA_901542415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/901/542/415/GCF_901542415.1_41965_E01		
GCF_902159415.1	PRJNA224116	SAMEA104567666	CABGJU000000000.1	na	28037	28037	Streptococcus mitis	strain=4928STDY7071560		latest	Contig	Major	Full	2019/07/08	25426_7#64	SC	GCA_902159415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/159/415/GCF_902159415.1_25426_7_64		
